scanner	tf	symbol	trades	wins	net	pf	avgR	netStress	windowsUp	days
the-club	4h	SOLUSD	1	0	-17.81	0.000	-1.000	-18.82	0	333
parallax-covenant-strategy	4h	BTCUSD	131	58	-296.51	0.711	-0.131	-385.98	3	333
parallax-covenant-strategy	1h	BTCUSD	180	78	-498.50	0.594	-0.186	-664.36	2	125
parallax-covenant-strategy	4h	SOLUSD	131	63	23.76	1.023	0.021	-147.98	5	333
parallax-covenant-strategy	15m	BTCUSD	67	30	-186.28	0.645	-0.148	-236.25	2	42
parallax-covenant-strategy	4h	LINKUSD	128	55	-283.64	0.740	-0.122	-327.95	2	333
parallax-covenant-strategy	1h	SOLUSD	187	78	-453.28	0.655	-0.163	-550.38	0	125
big-daddy-max-orb-strategy	15m	BTCUSD	32	13	-64.84	0.765	-0.093	-136.75	2	42
parallax-covenant-strategy	1h	LINKUSD	200	80	-541.57	0.679	-0.185	-701.12	1	125
parallax-covenant-strategy	15m	SOLUSD	192	69	-658.21	0.472	-0.280	-739.37	1	42
the-club	15m	LINKUSD	22	11	-97.91	0.516	-0.228	-188.86	2	42
5m-sol-scalper-ha-lorentzian	15m	BTCUSD	27	12	-44.00	0.788	-0.076	-107.42	5	42
5m-sol-scalper-ha-lorentzian	15m	SOLUSD	91	35	-376.13	0.523	-0.260	-560.10	1	42
5m-sol-scalper-ha-lorentzian	15m	LINKUSD	104	43	-403.43	0.526	-0.240	-533.69	0	42
5m-sol-scalper-ha-lorentzian	1h	BTCUSD	72	34	-167.44	0.683	-0.124	-286.71	3	125
5m-sol-scalper-ha-lorentzian	1h	SOLUSD	81	41	61.75	1.104	0.047	-82.17	4	125
5m-sol-scalper-ha-lorentzian	1h	LINKUSD	111	50	-196.47	0.774	-0.092	-367.51	3	125
5m-sol-scalper-ha-lorentzian	4h	BTCUSD	66	34	26.53	1.062	0.024	-60.06	5	333
big-daddy-max-orb-strategy	15m	SOLUSD	42	18	-161.20	0.538	-0.208	-243.74	1	42
5m-sol-scalper-ha-lorentzian	4h	SOLUSD	72	34	87.34	1.195	0.081	18.13	4	333
5m-sol-scalper-ha-lorentzian	4h	LINKUSD	74	29	-259.55	0.552	-0.198	-304.69	1	333
3commas-trail-hunter-reversal-long	1h	BTCUSD	28	13	-101.28	0.641	-0.183	-134.47	2	125
parallax-covenant-strategy	15m	LINKUSD	240	97	-603.75	0.574	-0.184	-761.93	2	42
3commas-trail-hunter-reversal-long	1h	SOLUSD	29	14	-104.57	0.631	-0.185	-174.16	3	125
3commas-trail-hunter-reversal-long	15m	BTCUSD	3	2	17.61	1.967	0.306	3.22	2	42
3commas-trail-hunter-reversal-long	1h	LINKUSD	38	12	-274.85	0.396	-0.416	-319.74	3	125
bollinger-bands-rsi-live-radar-strategy	15m	BTCUSD	19	7	-132.73	0.403	-0.375	-161.78	2	42
bollinger-bands-rsi-live-radar-strategy	1h	BTCUSD	55	30	-42.15	0.914	-0.031	-191.70	1	125
bollinger-bands-rsi-live-radar-strategy	15m	SOLUSD	51	31	147.00	1.357	0.149	-48.78	3	42
bollinger-bands-rsi-live-radar-strategy	1h	SOLUSD	71	32	-284.18	0.538	-0.239	-351.43	2	125
bollinger-bands-rsi-live-radar-strategy	1h	LINKUSD	87	46	-179.61	0.759	-0.106	-307.24	4	125
bollinger-bands-rsi-live-radar-strategy	4h	BTCUSD	70	32	-74.44	0.889	-0.048	-186.55	3	333
3commas-trail-hunter-reversal-long	4h	BTCUSD	8	4	1.13	1.014	0.012	-14.59	2	333
bollinger-bands-rsi-live-radar-strategy	15m	LINKUSD	69	33	-198.82	0.681	-0.152	-335.22	2	42
bollinger-bands-rsi-live-radar-strategy	4h	SOLUSD	74	36	-45.43	0.922	-0.012	-94.67	4	333
super-rsi-strategy	15m	BTCUSD	221	108	-311.16	0.770	-0.080	-583.63	2	42
bollinger-bands-rsi-live-radar-strategy	4h	LINKUSD	68	31	-96.98	0.842	-0.067	-132.13	3	333
super-rsi-strategy	1h	BTCUSD	412	189	-692.63	0.660	-0.140	-861.72	1	125
super-rsi-strategy	15m	SOLUSD	445	222	-658.69	0.731	-0.116	-829.20	2	42
super-rsi-strategy	1h	SOLUSD	446	205	-645.84	0.699	-0.113	-801.01	1	125
3commas-trail-hunter-reversal-long	15m	SOLUSD	2	2	24.36	99.000	0.635	19.86	2	42
super-rsi-strategy	1h	LINKUSD	443	226	-444.17	0.852	-0.058	-793.30	2	125
super-rsi-strategy	15m	LINKUSD	521	249	-774.52	0.695	-0.135	-915.18	1	42
super-rsi-strategy	4h	BTCUSD	269	133	-406.15	0.779	-0.095	-551.69	3	333
super-rsi-strategy	4h	SOLUSD	298	148	-355.67	0.809	-0.070	-483.30	2	333
super-rsi-strategy-tv-strategies	15m	BTCUSD	221	108	-311.16	0.770	-0.080	-583.63	2	42
big-daddy-max-orb-strategy	15m	LINKUSD	42	23	63.91	1.203	0.085	-94.67	4	42
super-rsi-strategy	4h	LINKUSD	300	143	-509.68	0.719	-0.112	-602.00	0	333
super-rsi-strategy-tv-strategies	4h	BTCUSD	269	133	-406.15	0.779	-0.095	-551.69	3	333
super-rsi-strategy-tv-strategies	15m	SOLUSD	445	222	-658.69	0.731	-0.116	-829.20	2	42
super-rsi-strategy-tv-strategies	4h	SOLUSD	298	148	-355.67	0.809	-0.070	-483.30	2	333
super-rsi-strategy-tv-strategies	4h	LINKUSD	300	143	-509.68	0.719	-0.112	-602.00	0	333
super-rsi-strategy-tv-strategies	1h	BTCUSD	412	189	-692.63	0.660	-0.140	-861.72	1	125
super-rsi-strategy-tv-strategies	15m	LINKUSD	521	249	-774.52	0.695	-0.135	-915.18	1	42
super-rsi-strategy-tv-strategies-nng1sppd	15m	BTCUSD	221	108	-311.16	0.770	-0.080	-583.63	2	42
super-rsi-strategy-tv-strategies-nng1sppd	1h	BTCUSD	412	189	-692.63	0.660	-0.140	-861.72	1	125
super-rsi-strategy-tv-strategies-nng1sppd	15m	SOLUSD	445	222	-658.69	0.731	-0.116	-829.20	2	42
super-rsi-strategy-tv-strategies	1h	SOLUSD	446	205	-645.84	0.699	-0.113	-801.01	1	125
super-rsi-strategy-tv-strategies-nng1sppd	1h	SOLUSD	446	205	-645.84	0.699	-0.113	-801.01	1	125
the-club	1h	LINKUSD	13	4	-104.75	0.378	-0.418	-119.19	0	125
super-rsi-strategy-tv-strategies-nng1sppd	15m	LINKUSD	521	249	-774.52	0.695	-0.135	-915.18	1	42
super-rsi-strategy-tv-strategies-nng1sppd	1h	LINKUSD	443	226	-444.17	0.852	-0.058	-793.30	2	125
super-rsi-strategy-tv-strategies	1h	LINKUSD	443	226	-444.17	0.852	-0.058	-793.30	2	125
super-rsi-strategy-tv-strategies-nng1sppd	4h	BTCUSD	269	133	-406.15	0.779	-0.095	-551.69	3	333
3commas-trail-hunter-reversal-long	15m	LINKUSD	6	2	-58.27	0.232	-0.495	-45.32	2	42
box-breakout-strategy-dt4b-trader	15m	BTCUSD	72	36	-95.82	0.854	-0.060	-253.06	3	42
box-breakout-strategy-dt4b-trader	1h	BTCUSD	128	61	-182.39	0.821	-0.065	-405.37	1	125
super-rsi-strategy-tv-strategies-nng1sppd	4h	SOLUSD	298	148	-355.67	0.809	-0.070	-483.30	2	333
box-breakout-strategy-dt4b-trader	4h	BTCUSD	85	35	-239.40	0.695	-0.156	-341.74	2	333
sma-strategy	15m	BTCUSD	160	47	-488.23	0.439	-0.210	-612.15	0	42
super-rsi-strategy-tv-strategies-nng1sppd	4h	LINKUSD	300	143	-509.68	0.719	-0.112	-602.00	0	333
box-breakout-strategy-dt4b-trader	15m	SOLUSD	161	68	-391.88	0.735	-0.147	-600.03	3	42
box-breakout-strategy-dt4b-trader	1h	SOLUSD	137	66	-219.86	0.781	-0.086	-384.55	2	125
sma-strategy	15m	SOLUSD	410	135	-800.12	0.629	-0.202	-900.25	2	42
sma-strategy	1h	BTCUSD	349	120	-670.31	0.571	-0.159	-835.37	0	125
box-breakout-strategy-dt4b-trader	4h	SOLUSD	96	38	-237.04	0.714	-0.141	-310.23	2	333
box-breakout-strategy-dt4b-trader	15m	LINKUSD	179	82	-355.17	0.794	-0.112	-641.64	4	42
box-breakout-strategy-dt4b-trader	1h	LINKUSD	130	59	-299.65	0.731	-0.128	-492.47	4	125
sma-strategy	1h	SOLUSD	398	151	-721.60	0.602	-0.164	-849.11	0	125
sma-strategy	15m	LINKUSD	497	172	-865.45	0.523	-0.196	-958.03	1	42
sma-strategy	4h	BTCUSD	241	100	-291.85	0.792	-0.064	-440.25	3	333
box-breakout-strategy-dt4b-trader	4h	LINKUSD	88	38	-141.35	0.842	-0.076	-286.03	1	333
sma-strategy	1h	LINKUSD	400	146	-810.68	0.574	-0.202	-906.03	0	125
sma-strategy	4h	SOLUSD	253	113	0.44	1.000	0.005	-248.96	3	333
sma-strategy	4h	LINKUSD	244	105	-404.87	0.743	-0.099	-520.78	2	333
psol-03-supertrend-rsi	4h	BTCUSD	9	4	-8.45	0.645	-0.046	-21.85	2	333
3commas-trail-hunter-reversal-long	4h	SOLUSD	12	8	43.98	1.548	0.202	10.92	2	333
psol-03-supertrend-rsi	1h	BTCUSD	6	2	-19.99	0.529	-0.162	-32.87	2	125
psol-03-supertrend-rsi	15m	BTCUSD	2	0	-22.35	0.000	-0.565	-25.38	0	42
psol-03-supertrend-rsi	4h	SOLUSD	7	2	-41.62	0.082	-0.329	-47.68	0	333
psol-03-supertrend-rsi	1h	SOLUSD	9	5	1.19	1.027	0.013	-18.04	3	125
psol-03-supertrend-rsi	15m	SOLUSD	11	2	-120.19	0.140	-0.592	-130.38	0	42
psol-03-supertrend-rsi	4h	LINKUSD	5	2	-24.31	0.143	-0.245	-29.05	1	333
psol-03-supertrend-rsi	1h	LINKUSD	7	2	11.69	1.282	0.092	-1.51	2	125
psol-03-supertrend-rsi	15m	LINKUSD	19	9	-56.97	0.692	-0.138	-113.15	3	42
3commas-pullback-sniper-strategy	1h	BTCUSD	36	21	62.26	1.200	0.099	-22.72	4	125
3commas-pullback-sniper-strategy	4h	BTCUSD	33	17	6.75	1.022	0.020	-65.97	3	333
3commas-pullback-sniper-strategy	15m	BTCUSD	15	8	9.61	1.072	0.047	-33.64	4	42
3commas-pullback-sniper-strategy	4h	SOLUSD	31	13	-169.39	0.436	-0.323	-138.49	2	333
3commas-pullback-sniper-strategy	1h	SOLUSD	41	25	35.42	1.114	0.046	-57.76	3	125
the-club	4h	LINKUSD	2	2	87.37	99.000	2.151	79.87	1	333
3commas-pullback-sniper-strategy	4h	LINKUSD	37	20	-14.69	0.956	-0.010	-55.97	5	333
3commas-pullback-sniper-strategy	15m	SOLUSD	31	14	-154.09	0.480	-0.272	-200.52	1	42
bs-proyeccion-tp-sl	1h	BTCUSD	178	44	-399.03	0.509	-0.143	-597.57	0	125
3commas-pullback-sniper-strategy	1h	LINKUSD	36	17	-31.25	0.915	-0.030	-84.94	5	125
bs-proyeccion-tp-sl	15m	BTCUSD	0	0	0.00	0.000	0.000	0.00	0	42
3commas-pullback-sniper-strategy	15m	LINKUSD	29	11	-155.14	0.529	-0.281	-192.62	3	42
bs-proyeccion-tp-sl	4h	BTCUSD	70	20	78.72	1.246	0.066	-55.73	1	333
bs-proyeccion-tp-sl	1h	SOLUSD	86	25	-145.41	0.700	-0.086	-277.77	1	125
3commas-trail-hunter-reversal-long	4h	LINKUSD	6	6	77.81	99.000	0.632	65.21	3	333
bs-proyeccion-tp-sl	15m	SOLUSD	1	0	-3.63	0.000	-0.182	-6.78	0	42
bs-proyeccion-tp-sl	4h	SOLUSD	56	18	-36.39	0.861	-0.020	-56.53	0	333
bs-proyeccion-tp-sl	15m	LINKUSD	89	19	-410.59	0.315	-0.294	-521.66	0	42
nem-talalod-meg	15m	BTCUSD	1	1	16.09	99.000	0.810	10.71	1	42
bs-proyeccion-tp-sl	4h	LINKUSD	56	20	26.39	1.105	0.029	-23.76	1	333
bs-proyeccion-tp-sl	1h	LINKUSD	165	44	-437.65	0.446	-0.171	-499.33	0	125
btc-turtle-paper-strategy-v1-bitstamp	15m	BTCUSD	6	1	-74.68	0.206	-0.648	-79.60	0	42
btc-turtle-paper-strategy-v1-bitstamp	15m	SOLUSD	25	9	-138.27	0.515	-0.293	-158.93	1	42
btc-turtle-paper-strategy-v1-bitstamp	15m	LINKUSD	39	20	66.62	1.170	0.102	-97.77	4	42
nem-talalod-meg	4h	SOLUSD	1	1	7.02	99.000	0.397	6.08	1	333
btc-turtle-paper-strategy-v1-bitstamp	1h	BTCUSD	15	7	-50.56	0.655	-0.165	-74.91	3	125
btc-turtle-paper-strategy-v1-bitstamp	1h	SOLUSD	19	13	270.53	3.678	0.669	111.50	4	125
btc-turtle-paper-strategy-v1-bitstamp	1h	LINKUSD	23	14	44.13	1.267	0.103	-25.23	5	125
btc-turtle-paper-strategy-v1-bitstamp	4h	BTCUSD	13	7	25.83	1.233	0.101	3.34	4	333
btc-turtle-paper-strategy-v1-bitstamp	4h	SOLUSD	16	7	-79.13	0.497	-0.279	-49.26	2	333
btc-turtle-paper-strategy-v1-bitstamp	4h	LINKUSD	15	4	-141.67	0.300	-0.505	-147.15	1	333
rsi-volume-ladder	15m	BTCUSD	6	4	0.06	1.001	0.004	3.25	4	42
rsi-volume-ladder	15m	SOLUSD	13	7	-62.18	0.433	-0.245	-86.78	3	42
rsi-volume-ladder	15m	LINKUSD	10	3	-69.40	0.470	-0.348	-104.23	2	42
rsi-volume-ladder	1h	BTCUSD	20	8	-122.27	0.421	-0.328	-80.42	2	125
rsi-volume-ladder	1h	SOLUSD	21	15	84.15	1.739	0.200	83.01	5	125
hungpixi-macd-enhanced-mtf-with-signal-filter-anti-sideway	4h	BTCUSD	18	12	163.51	4.400	0.444	135.92	2	333
rsi-volume-ladder	1h	LINKUSD	15	9	45.72	1.403	0.160	17.50	2	125
strategy-470-ny-open-3h-sweep-continuation	15m	BTCUSD	0	0	0.00	0.000	0.000	0.00	0	42
rsi-volume-ladder	4h	BTCUSD	22	7	-169.11	0.341	-0.445	-201.30	2	333
rsi-volume-ladder	4h	SOLUSD	21	7	-90.99	0.545	-0.270	-113.29	2	333
rsi-volume-ladder	4h	LINKUSD	14	4	-86.99	0.478	-0.321	-94.39	0	333
ttm-momentum-histo-9-ema-21-ema-debit-spread-script	15m	BTCUSD	45	18	-164.04	0.560	-0.194	-274.74	3	42
ttm-momentum-histo-9-ema-21-ema-debit-spread-script	15m	SOLUSD	129	49	-466.41	0.571	-0.240	-564.37	0	42
strategy-470-ny-open-3h-sweep-continuation	1h	BTCUSD	26	6	-151.82	0.350	-0.315	-189.71	0	125
ttm-momentum-histo-9-ema-21-ema-debit-spread-script	15m	LINKUSD	157	75	-192.35	0.869	-0.055	-511.61	4	42
hungpixi-macd-enhanced-mtf-with-signal-filter-anti-sideway	1h	BTCUSD	101	55	691.13	2.349	0.271	350.96	6	125
ttm-momentum-histo-9-ema-21-ema-debit-spread-script	1h	BTCUSD	104	57	-39.16	0.948	-0.011	-274.68	4	125
ttm-momentum-histo-9-ema-21-ema-debit-spread-script	1h	SOLUSD	110	56	-146.27	0.820	-0.066	-163.67	3	125
ttm-momentum-histo-9-ema-21-ema-debit-spread-script	1h	LINKUSD	132	57	-109.48	0.901	-0.031	-352.60	3	125
ttm-momentum-histo-9-ema-21-ema-debit-spread-script	4h	BTCUSD	92	41	-308.18	0.611	-0.199	-352.49	1	333
ttm-momentum-histo-9-ema-21-ema-debit-spread-script	4h	SOLUSD	85	42	-39.19	0.949	-0.017	-102.78	4	333
ttm-momentum-histo-9-ema-21-ema-debit-spread-script	4h	LINKUSD	87	42	-156.21	0.799	-0.089	-234.01	2	333
beginner-trend-risk-model-ema-rsi	15m	BTCUSD	90	35	-424.75	0.404	-0.305	-509.99	1	42
beginner-trend-risk-model-ema-rsi	15m	SOLUSD	194	84	-620.31	0.505	-0.253	-745.77	1	42
hungpixi-macd-enhanced-mtf-with-signal-filter-anti-sideway	15m	BTCUSD	78	39	235.99	1.712	0.143	-33.02	6	42
beginner-trend-risk-model-ema-rsi	15m	LINKUSD	216	85	-636.56	0.548	-0.224	-766.80	1	42
beginner-trend-risk-model-ema-rsi	1h	BTCUSD	143	64	-407.24	0.657	-0.179	-585.36	1	125
beginner-trend-risk-model-ema-rsi	1h	SOLUSD	178	77	-308.29	0.783	-0.098	-463.30	3	125
beginner-trend-risk-model-ema-rsi	1h	LINKUSD	192	77	-530.98	0.635	-0.188	-652.07	2	125
rr-master-lc	15m	BTCUSD	15	9	-26.21	0.775	-0.083	-24.85	3	42
beginner-trend-risk-model-ema-rsi	4h	BTCUSD	125	62	-164.83	0.842	-0.063	-290.17	4	333
rr-master-lc	15m	SOLUSD	15	7	-58.18	0.626	-0.195	-63.01	1	42
beginner-trend-risk-model-ema-rsi	4h	SOLUSD	135	57	-299.99	0.706	-0.140	-377.27	3	333
rr-master-lc	15m	LINKUSD	5	3	-17.95	0.549	-0.178	-21.89	2	42
rr-master-lc	1h	BTCUSD	24	12	29.33	1.116	0.081	-16.43	3	125
beginner-trend-risk-model-ema-rsi	4h	LINKUSD	143	56	-413.97	0.618	-0.182	-487.94	2	333
rr-master-lc	1h	SOLUSD	22	13	44.72	1.252	0.104	-39.82	5	125
rr-master-lc	4h	BTCUSD	18	7	-67.36	0.685	-0.192	-158.46	1	333
rr-master-lc	1h	LINKUSD	2	2	28.10	99.000	0.703	23.62	2	125
rr-master-lc	4h	SOLUSD	15	9	95.18	1.778	0.368	44.30	2	333
rr-master-lc	4h	LINKUSD	6	3	15.87	1.254	0.149	10.68	3	333
ai-triple-confirmation-strategy	1h	BTCUSD	72	31	38.10	1.056	0.043	-171.13	2	125
ai-triple-confirmation-strategy	4h	BTCUSD	49	25	93.86	1.221	0.103	-20.59	4	333
ai-triple-confirmation-strategy	4h	SOLUSD	53	18	-179.56	0.620	-0.196	-220.98	4	333
ai-triple-confirmation-strategy	1h	SOLUSD	81	39	4.71	1.007	0.014	-122.50	4	125
ai-triple-confirmation-strategy	15m	BTCUSD	27	15	46.99	1.279	0.096	-89.00	3	42
ai-triple-confirmation-strategy	4h	LINKUSD	52	22	20.82	1.045	0.030	-30.76	3	333
ai-triple-confirmation-strategy	1h	LINKUSD	102	30	-524.90	0.435	-0.359	-589.44	1	125
decoded-volatility-expansion	15m	BTCUSD	28	13	-22.78	0.920	-0.029	-147.29	4	42
decoded-volatility-expansion	1h	BTCUSD	59	21	-234.82	0.601	-0.218	-306.82	3	125
strategy-470-ny-open-3h-sweep-continuation	15m	SOLUSD	0	0	0.00	0.000	0.000	0.00	0	42
ai-triple-confirmation-strategy	15m	SOLUSD	102	37	-293.52	0.713	-0.167	-407.65	1	42
decoded-volatility-expansion	1h	SOLUSD	61	25	-114.82	0.803	-0.091	-156.46	3	125
decoded-volatility-expansion	15m	SOLUSD	162	85	-268.14	0.672	-0.095	-508.12	2	42
decoded-volatility-expansion	4h	BTCUSD	38	17	68.61	1.176	0.115	-74.64	4	333
decoded-volatility-expansion	4h	SOLUSD	44	8	-383.01	0.203	-0.594	-400.31	1	333
decoded-volatility-expansion	1h	LINKUSD	68	21	-414.53	0.395	-0.387	-439.69	1	125
decoded-volatility-expansion	4h	LINKUSD	37	16	-169.05	0.518	-0.246	-183.65	2	333
decoded-volatility-expansion	15m	LINKUSD	66	23	-304.70	0.600	-0.262	-424.47	3	42
option-selling	15m	BTCUSD	5	2	-40.02	0.208	-0.409	-48.17	1	42
option-selling	4h	BTCUSD	10	4	-15.77	0.628	-0.082	-25.58	3	333
option-selling	1h	BTCUSD	14	5	-77.66	0.321	-0.286	-74.02	1	125
option-selling	4h	SOLUSD	7	0	-49.36	0.000	-0.410	-52.72	0	333
ai-triple-confirmation-strategy	15m	LINKUSD	126	42	-492.87	0.525	-0.262	-640.95	1	42
option-selling	1h	SOLUSD	14	6	-27.70	0.743	-0.098	-50.99	3	125
option-selling	15m	SOLUSD	11	3	-85.03	0.308	-0.405	-111.11	1	42
option-selling	4h	LINKUSD	1	1	5.09	99.000	0.259	4.21	1	333
strategy-470-ny-open-3h-sweep-continuation	1h	SOLUSD	4	1	2.18	1.111	0.027	-7.44	1	125
index-option-selling	1h	BTCUSD	12	5	-49.87	0.434	-0.212	-46.09	2	125
option-point	1h	BTCUSD	12	5	-49.87	0.434	-0.212	-46.09	2	125
index-option-selling	4h	BTCUSD	8	3	-21.88	0.466	-0.142	-29.13	2	333
option-point	15m	BTCUSD	5	2	-40.02	0.208	-0.409	-48.17	1	42
index-option-selling	1h	SOLUSD	7	2	-40.64	0.477	-0.308	-54.04	1	125
option-point	1h	SOLUSD	7	2	-40.64	0.477	-0.308	-54.04	1	125
index-option-selling	15m	BTCUSD	5	2	-40.02	0.208	-0.409	-48.17	1	42
index-option-selling	4h	SOLUSD	5	0	-36.91	0.000	-0.423	-39.40	0	333
option-point	15m	SOLUSD	5	2	-28.58	0.440	-0.293	-49.03	1	42
option-point	4h	BTCUSD	8	3	-21.88	0.466	-0.142	-29.13	2	333
option-point	4h	SOLUSD	5	0	-36.91	0.000	-0.423	-39.40	0	333
index-option-selling	15m	SOLUSD	5	2	-28.58	0.440	-0.293	-49.03	1	42
nq-hma-midday-strategy	15m	BTCUSD	6	2	-54.91	0.241	-0.475	-68.32	1	42
take-liquidity-multi-time-frame-tradesystem	1h	BTCUSD	86	34	-374.38	0.445	-0.271	-475.77	1	125
nq-hma-midday-strategy	15m	SOLUSD	24	12	-42.20	0.808	-0.083	-97.37	1	42
nq-hma-midday-strategy	15m	LINKUSD	32	13	-230.06	0.320	-0.403	-302.48	2	42
nq-hma-midday-strategy	4h	BTCUSD	7	2	-10.41	0.597	-0.074	-19.95	2	333
nq-hma-midday-strategy	4h	SOLUSD	4	1	-40.04	0.268	-0.531	-40.07	0	333
nq-hma-midday-strategy	4h	LINKUSD	4	1	-50.80	0.139	-0.647	-51.12	1	333
take-liquidity-multi-time-frame-tradesystem	1h	SOLUSD	79	29	-261.94	0.613	-0.188	-375.54	4	125
nq-hma-midday-strategy	1h	BTCUSD	18	6	-53.58	0.579	-0.146	-84.17	2	125
real-strength-scalper	15m	BTCUSD	12	2	-153.28	0.128	-0.695	-159.50	2	42
real-strength-scalper	15m	SOLUSD	28	12	-120.43	0.589	-0.221	-198.45	2	42
real-strength-scalper	15m	LINKUSD	32	19	-19.68	0.918	-0.024	-192.48	4	42
take-liquidity-multi-time-frame-tradesystem	1h	LINKUSD	79	28	-416.43	0.420	-0.334	-492.20	0	125
nq-hma-midday-strategy	1h	SOLUSD	18	7	-84.64	0.582	-0.240	-106.72	3	125
real-strength-scalper	1h	BTCUSD	37	10	-239.47	0.439	-0.360	-293.57	2	125
real-strength-scalper	4h	BTCUSD	59	17	-259.63	0.440	-0.262	-356.61	0	333
take-liquidity-multi-time-frame-tradesystem	15m	BTCUSD	7	7	114.08	99.000	0.794	91.82	3	42
real-strength-scalper	1h	SOLUSD	54	20	-111.78	0.766	-0.102	-276.46	3	125
real-strength-scalper	4h	SOLUSD	54	16	-130.35	0.667	-0.133	-165.66	3	333
real-strength-scalper	1h	LINKUSD	40	22	68.03	1.202	0.092	5.91	5	125
real-strength-scalper	4h	LINKUSD	66	18	-221.78	0.487	-0.187	-293.59	1	333
strategy-470-ny-open-3h-sweep-continuation	15m	LINKUSD	25	3	-103.56	0.122	-0.217	-162.29	0	42
ema-dmi-macd-rsi-strategy	1h	BTCUSD	74	32	-128.14	0.814	-0.076	-260.46	1	125
ema-dmi-macd-rsi-strategy	15m	BTCUSD	34	20	125.89	1.447	0.188	-52.28	4	42
nq-hma-midday-strategy	1h	LINKUSD	24	10	-16.13	0.945	-0.017	-51.66	4	125
ema-dmi-macd-rsi-strategy	4h	BTCUSD	26	13	39.46	1.164	0.088	-35.94	2	333
ema-dmi-macd-rsi-strategy	1h	SOLUSD	66	29	-149.58	0.763	-0.114	-240.29	3	125
ema-dmi-macd-rsi-strategy	15m	SOLUSD	73	36	-146.04	0.761	-0.102	-372.13	3	42
ema-dmi-macd-rsi-strategy	1h	LINKUSD	74	36	8.76	1.014	0.017	-125.76	4	125
ema-dmi-macd-rsi-strategy	4h	SOLUSD	28	11	-62.36	0.801	-0.095	-81.78	2	333
ema-dmi-macd-rsi-strategy	4h	LINKUSD	31	15	17.23	1.055	0.042	-16.35	3	333
ema-dmi-macd-rsi-strategy	15m	LINKUSD	98	42	-157.73	0.836	-0.073	-329.41	3	42
albtrader-nq-beast-supertrend-macd-rsi	1h	BTCUSD	55	25	-147.31	0.689	-0.140	-198.21	3	125
albtrader-nq-beast-supertrend-macd-rsi	15m	BTCUSD	30	16	-27.79	0.877	-0.040	-107.59	3	42
albtrader-nq-beast-supertrend-macd-rsi	4h	BTCUSD	29	11	-132.05	0.555	-0.245	-173.12	4	333
simple-smart-buy-sell-strategy	15m	BTCUSD	101	39	-297.14	0.609	-0.169	-487.23	1	42
albtrader-nq-beast-supertrend-macd-rsi	4h	SOLUSD	38	18	-87.65	0.708	-0.135	-96.04	3	333
simple-smart-buy-sell-strategy	15m	SOLUSD	252	97	-576.16	0.707	-0.167	-764.31	1	42
albtrader-nq-beast-supertrend-macd-rsi	1h	SOLUSD	50	23	-60.71	0.870	-0.061	-178.97	2	125
strategy-470-ny-open-3h-sweep-continuation	1h	LINKUSD	4	2	5.50	1.251	0.074	-3.89	1	125
albtrader-nq-beast-supertrend-macd-rsi	4h	LINKUSD	39	16	-80.61	0.790	-0.099	-151.90	2	333
simple-smart-buy-sell-strategy	15m	LINKUSD	291	109	-645.30	0.610	-0.171	-839.02	1	42
simple-smart-buy-sell-strategy	4h	BTCUSD	168	66	-205.37	0.858	-0.060	-402.03	3	333
albtrader-nq-beast-supertrend-macd-rsi	1h	LINKUSD	74	24	-418.94	0.426	-0.360	-484.93	2	125
simple-smart-buy-sell-strategy	4h	SOLUSD	144	61	-64.54	0.941	-0.015	-146.45	4	333
simple-smart-buy-sell-strategy	4h	LINKUSD	148	45	-538.01	0.522	-0.257	-601.54	2	333
albtrader-nq-beast-supertrend-macd-rsi	15m	SOLUSD	75	38	-168.21	0.712	-0.120	-316.81	3	42
simple-smart-buy-sell-strategy	1h	BTCUSD	230	103	-206.63	0.863	-0.044	-549.16	2	125
options-momentum-bias-strategy-v2	15m	BTCUSD	25	12	-41.29	0.787	-0.081	-96.67	3	42
options-momentum-bias-strategy-v2	4h	BTCUSD	87	28	-175.17	0.676	-0.112	-256.29	3	333
options-momentum-bias-strategy-v2	1h	BTCUSD	88	39	-187.65	0.712	-0.116	-336.06	3	125
simple-smart-buy-sell-strategy	1h	SOLUSD	227	100	-140.44	0.914	-0.026	-424.42	3	125
options-momentum-bias-strategy-v2	4h	SOLUSD	83	32	-40.83	0.917	-0.021	-102.48	4	333
take-liquidity-multi-time-frame-tradesystem	4h	BTCUSD	8	2	-68.71	0.263	-0.459	-72.15	1	333
simple-smart-buy-sell-strategy	1h	LINKUSD	252	101	-573.46	0.653	-0.162	-752.08	1	125
options-momentum-bias-strategy-v2	15m	SOLUSD	62	18	-341.41	0.409	-0.340	-408.36	0	42
options-momentum-bias-strategy-v2	4h	LINKUSD	64	26	0.64	1.002	0.007	-49.07	3	333
albtrader-nq-beast-supertrend-macd-rsi	15m	LINKUSD	76	30	-285.42	0.628	-0.210	-425.38	2	42
options-momentum-bias-strategy-v2	1h	SOLUSD	92	34	-280.68	0.593	-0.180	-372.76	1	125
scott-barclay-s-three-musksteers	1h	BTCUSD	22	15	113.72	1.799	0.263	-10.97	6	125
options-momentum-bias-strategy-v2	15m	LINKUSD	72	28	-258.84	0.535	-0.203	-363.76	2	42
scott-barclay-s-three-musksteers	4h	BTCUSD	12	5	-67.14	0.490	-0.297	-81.78	3	333
